name,id,type,ba,tph,mcs,osi,cc,c1,c2to4,c5to9,c10to14,c15to29,c30to35,aet,cwd,tmn
25,1251,3,10.7196,182.123,6.54048,0.0665064,0.492303,0.199844,0.335158,0.233868,0.116543,0.0887759,0.0258115,488.609,599.321,5.73077
39,1443,2,21.6932,141.593,7.09501,4.65892,0.387673,0.283134,0.358372,0.182084,0.0743227,0.0626068,0.0394801,150.154,382.656,3.14308
39,1951,0,43.3766,163.732,4.26633,0.0925708,0.488632,0.270807,0.397567,0.225352,0.0742638,0.0320102,0,386.906,646.142,3.50943
39,2281,1,22.6089,175.283,7.65201,0.0561224,0.468168,0.22251,0.326003,0.209573,0.10608,0.084088,0.0517464,419.082,602.265,3.38776
39,3597,0,29.6395,176.836,13.1821,0.128178,0.524853,0.249201,0.269436,0.177849,0.0713525,0.0479233,0.184239,374.441,661.305,3.72881
40,2002,2,22.8237,177.815,8.09973,0.950952,0.397861,0.205876,0.306228,0.217463,0.115456,0.104697,0.0502793,318.258,641.937,2.68874
40,27,0,22.059,151.401,5.67135,4.03804,0.355918,0.26739,0.353542,0.194001,0.0918953,0.0861519,0.00701978,342.67,643.27,3.26957
40,1366,3,33.4155,144.972,4.45389,1.4217,0.39141,0.318239,0.37764,0.183896,0.0663213,0.0485644,0.00533892,330.38,623.154,2.37771
40,537,1,40.9752,98.6395,2.27126,9.09056,0.333226,0.48046,0.393103,0.126437,0,0,0,378.102,540.163,2
40,424,1,19.8605,162.185,6.22722,1.07438,0.374909,0.234528,0.359443,0.200959,0.110299,0.0781,0.0166705,323.063,636.45,2.7
40,1439,0,28.798,187.083,9.40015,0.147656,0.479072,0.236823,0.275427,0.197476,0.0549369,0.148478,0.0868597,336.762,625.25,2.8875
41,616,1,2.73234,122.132,4.29908,8.1417,0.260005,0.303499,0.393738,0.216575,0.0434622,0.0327808,0.00994475,360.66,454.198,2.15789
41,18,2,25.6649,141.162,4.45707,1.79013,0.322721,0.310823,0.366726,0.216011,0.0523256,0.049195,0.0049195,260.051,568.83,2.85795
41,1329,2,7.29763,130.864,4.61051,2.4494,0.364265,0.326146,0.327493,0.190027,0.097035,0.0592992,0,391.127,432.984,2
41,254,0,28.7425,164.983,5.68469,0.392045,0.348994,0.228571,0.373469,0.208163,0.0867347,0.103061,0,254.273,557.758,2.84848
41,1480,0,33.1172,124.648,4.37482,4.6223,0.333081,0.356319,0.358962,0.179721,0.0480538,0.0485344,0.00840942,396.291,444.054,1.97035
41,1874,1,3.61115,103.779,3.23804,9.19987,0.244047,0.402717,0.390217,0.163043,0.0298913,0.0141304,0,322.406,459.898,1.19797
41,1384,3,14.928,122.464,3.41749,3.37409,0.366692,0.363577,0.412886,0.178172,0.00920447,0.0361604,0,398.79,445.833,2
41,1942,3,16.8623,85.0187,2.44934,11.6901,0.236214,0.489966,0.375918,0.115516,0.0186001,0,0,349.648,453.371,1.34831
41,2858,2,10.417,99.0113,2.67095,9.13083,0.265854,0.437946,0.392772,0.14408,0.0180694,0.00713267,0,278.97,493.39,1.32627
41,2875,1,4.81178,87.037,2.5607,17.4926,0.188405,0.433041,0.419274,0.133917,0.0137672,0,0,246.382,507.333,1.07843
42,10162,3,34.289,127.784,5.0584,3.55116,0.308105,0.337997,0.356802,0.17039,0.0550243,0.0621905,0.0175959,401.573,562.696,3.13727
42,256,2,38.8265,154.274,6.89197,1.40144,0.300748,0.265928,0.361496,0.206371,0.0595568,0.0360111,0.0706371,407.058,531.365,3
42,7048,0,67.2676,140.19,4.67074,1.01786,0.437794,0.346467,0.353714,0.169837,0.0606884,0.0538949,0.0153986,374.937,583.211,3
42,5916,0,59.959,125.441,3.87355,3.00819,0.393419,0.404398,0.37752,0.141112,0.0219914,0.0274893,0.0274893,401.648,526.31,3
42,13473,1,37.5038,110.939,3.61646,5.09399,0.271024,0.354814,0.40295,0.153727,0.0675466,0.0209627,0,363.961,591.186,3
42,6899,2,32.9606,119.854,3.70111,4.98531,0.302141,0.349544,0.382472,0.193009,0.0440729,0.0288754,0.00202634,363.12,592.552,2.81967
42,7328,1,18.6589,90.3308,2.73146,9.52624,0.213018,0.440376,0.412207,0.0995305,0.0478873,0,0,411.298,510.107,2.26718
42,9794,1,13.8724,92.1147,2.78016,9.91028,0.222411,0.447471,0.348249,0.171206,0.0214008,0.0116732,0,364.355,611.403,3
42,9330,1,12.5964,101.323,3.60139,10.3795,0.19071,0.395997,0.335074,0.178416,0.0626632,0.0278503,0,389.476,574.278,2.77778
42,10015,0,29.8078,137.116,4.52356,0.589096,0.360631,0.364368,0.357471,0.149425,0.0321839,0.0965517,0,492.227,563.567,4
42,10309,1,11.943,109.689,3.6329,8.4335,0.219432,0.34846,0.402755,0.179092,0.041329,0.028363,0,454.128,593.152,4
42,12209,0,56.6576,135.313,3.67851,0.740376,0.42319,0.390254,0.386276,0.148743,0.0397784,0.0257139,0.00923427,449.33,549.145,3.61419
42,11956,1,23.1534,126.241,4.3427,3.89628,0.261067,0.307116,0.382022,0.191011,0.093633,0.0262172,0,408.234,600.277,3.42553
42,12426,3,62.8884,164.957,9.58179,0.472527,0.379933,0.273871,0.30644,0.146558,0.0747594,0.0710585,0.127313,468.945,525.11,3.59341
42,14631,3,37.7146,124.91,5.54663,6.83266,0.252032,0.347202,0.338594,0.166428,0.0315638,0.0645624,0.0516499,310.452,638.613,3
43,903,3,53.7468,128.667,4.55095,3.78125,0.410464,0.331606,0.34715,0.164076,0.0829016,0.074266,0,428.2,623.2,4
43,26,2,56.4649,127.584,3.78004,0.373756,0.466571,0.436742,0.357886,0.115829,0.0371173,0.049249,0.00317735,445.803,606.257,4.14096
43,706,3,34.787,125.327,4.38592,1.14798,0.372034,0.35854,0.327249,0.207301,0.0508475,0.0560626,0,426.118,617.309,4
43,610,1,38.9807,163.862,6.15537,0.181432,0.444268,0.294931,0.321264,0.206715,0.074391,0.0684661,0.034233,436.718,615.631,4
43,447,1,20.457,124.49,9.08561,1.75383,0.337105,0.335155,0.357013,0.169399,0,0.0327869,0.105647,429.143,605.347,4
43,1213,0,65.6204,124.317,2.83759,0.451786,0.529625,0.481614,0.359551,0.103677,0.0306435,0.0245148,0,432.954,627.783,4
43,1306,2,56.3467,154.641,6.11243,0.0698529,0.45147,0.344886,0.320372,0.167371,0.0726965,0.0304311,0.0642434,432.071,628.529,4
44,12,0,35.7656,132.975,3.20432,0.0496495,0.577824,0.423186,0.39053,0.125018,0.0348573,0.0220787,0.00433054,421.951,610.489,3.83602
44,3387,2,24.6649,145.646,4.15148,0.255709,0.551207,0.352467,0.383092,0.155327,0.0634513,0.0372272,0.00843572,437.726,585.692,3.97596
44,4590,1,19.5627,153.899,4.75047,0.249452,0.482471,0.322356,0.350855,0.188727,0.0614313,0.0595313,0.0170994,443.035,578.868,3.74561
44,5339,3,20.4688,166.213,4.42769,0,0.537518,0.300819,0.38472,0.201228,0.0504775,0.0627558,0,419.918,614.327,4
45,65,3,53.1058,114.383,2.23123,0.713574,0.454385,0.510727,0.380215,0.0965435,0.0125149,0,0,369.798,569.018,3.65031
45,2141,1,43.7271,106.589,2.77871,1.29868,0.389241,0.435625,0.393197,0.125457,0.0402341,0.00548647,0,395.182,512.098,4.01053
45,531,2,56.3502,112.005,2.49587,0.963542,0.458686,0.479048,0.396522,0.0964937,0.0192417,0.00798176,0.000712657,371.658,546.678,3.77586
45,1669,2,46.8285,109.924,2.40726,0.503034,0.398676,0.45633,0.39843,0.13052,0.0147203,0,0,405.184,532.35,4.53398
45,1179,0,63.2953,108.648,2.63574,0.1875,0.492837,0.518187,0.370585,0.0911966,0.00527148,0,0.0147601,336.675,570.969,3.84021
45,200,2,57.5226,106.25,2.06754,0.30013,0.475624,0.526144,0.383442,0.0904139,0,0,0,363.062,556.458,3.01042
45,1927,3,53.2181,108.317,2.27739,1.17604,0.425681,0.51047,0.386646,0.0792109,0.0236722,0,0,402.402,527.127,4.12722
45,2094,3,46.9373,109.912,2.44545,0.843076,0.426697,0.492,0.364,0.130909,0.00727273,0.00581818,0,400.626,528.403,4.36691
45,2715,0,61.6267,106.173,1.99922,0.619444,0.452908,0.523256,0.404651,0.072093,0,0,0,400.326,522.652,4.28148
46,32,1,29.1468,99.1111,2.63229,10.6285,0.356168,0.417489,0.438117,0.121076,0.0174888,0.0058296,0,368.52,542.452,3.548
46,2184,3,31.1236,100.032,2.58541,4.23952,0.381034,0.464621,0.388925,0.117309,0.0276878,0.00145725,0,279.511,618.458,3.0605
46,2373,3,26.6498,89.8642,2.33217,7.15125,0.299315,0.484109,0.418217,0.0748062,0.0158915,0.00697674,0,332.041,574.191,3
46,2596,3,39.8626,100.751,2.20268,3.44003,0.43719,0.514158,0.390462,0.09538,0,0,0,375.081,543.797,3.83784
46,771,3,49.4991,106.63,2.45107,1.06112,0.440888,0.514105,0.37795,0.0849165,0.00805987,0.00633276,0.00863558,393.569,525.246,3.67127
46,782,0,52.0935,105.144,1.99413,1.64468,0.451728,0.566862,0.348989,0.0769733,0.00717547,0,0,397.377,525.117,3.70988
46,1706,0,58.2967,104.131,1.92955,0.729167,0.43853,0.545144,0.396717,0.0581395,0,0,0,361.692,540.5,3.26923
46,7747,2,45.346,94.2669,2.23681,1.98844,0.420388,0.509957,0.384284,0.0936491,0.0121098,0,0,367.073,622.126,4.40639
46,2370,2,29.9332,95.8824,2.22222,3.94044,0.333606,0.489434,0.400818,0.109748,0,0,0,288.471,615.288,3
46,2722,1,24.8534,89.418,2.38166,10.5647,0.305528,0.492604,0.381657,0.106509,0.0192308,0,0,405.631,534.179,4
46,2929,2,27.1659,90.9392,2.304,4.55618,0.331815,0.511273,0.389091,0.0683636,0.0312727,0,0,266.542,624.679,3
46,4916,1,17.3227,75,2.67901,9.35807,0.300596,0.521605,0.382716,0.0185185,0.0308642,0.0462963,0,278.292,631.25,3.02083
46,9126,0,35.2033,109.697,2.31492,0.885227,0.392315,0.489871,0.379374,0.123389,0.00736648,0,0,356.4,638.891,4.58182
46,5633,3,3.61841,77.7778,1.85714,26.6875,0.125356,0.428571,0.571429,0,0,0,0,264,622,3
46,7599,1,32.8211,92.0635,1.98707,2.62426,0.421415,0.510057,0.432471,0.0574713,0,0,0,405.393,544.714,4.07143
46,6105,0,26.1803,107.35,2.63535,4.38942,0.347795,0.437898,0.401274,0.138535,0.022293,0,0,332.954,596.723,3.53846
46,7517,3,44.5446,110.734,2.41803,1.56663,0.406105,0.467837,0.411933,0.0994445,0.0207848,0,0,418.621,572.334,4.925
46,7533,2,43.7317,106.705,2.2711,1.21013,0.392504,0.475763,0.409336,0.109515,0.005386,0,0,427.931,566.466,5
46,12667,3,38.1708,103.009,2.51837,3.05156,0.367228,0.473059,0.392547,0.107659,0.0165153,0.0102188,0,362.606,638.655,4.70622
46,7614,0,49.9705,101.417,2.30549,1.1654,0.453782,0.511591,0.379803,0.0816132,0.0215942,0.00539854,0,356.765,642.38,4.55072
46,7616,3,32.7553,115.033,3.06405,1.76203,0.413852,0.407025,0.39876,0.141529,0.0335744,0.0191116,0,342.77,619.519,4.2246
46,7633,1,15.6294,92.1569,2.42411,5.76618,0.315703,0.47234,0.407092,0.0907801,0.0297872,0,0,338.8,597.965,3.94118
46,8639,1,21.2798,104.357,3.11865,4.12582,0.310386,0.413361,0.388657,0.134656,0.0445372,0.0187891,0,357.346,618.281,4.41176
46,8653,2,38.3318,78.1676,1.92269,5.93311,0.341515,0.571072,0.346633,0.0822943,0,0,0,357.193,649.14,4.63158
